pitch_type,game_date,player_name,batter,pitcher,events,description,zone,des,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,pitch_name,bat_score,fld_score,if_fielding_alignment,of_fielding_alignment
FF,7/29/2022,"Verlander, Justin",467793,434378,,foul,12,Carlos Santana strikes out swinging.,L,R,HOU,SEA,S,,,2,1,,664034,,2,6,51,4,4-Seam Fastball,0,5,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",467793,434378,,foul,12,Carlos Santana strikes out swinging.,L,R,HOU,SEA,S,,,2,0,,664034,,2,6,51,3,4-Seam Fastball,0,5,Infield shift,Standard
SL,7/29/2022,"Verlander, Justin",467793,434378,,ball,14,Carlos Santana strikes out swinging.,L,R,HOU,SEA,B,,,1,0,,664034,,2,6,51,2,Slider,0,5,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",467793,434378,,ball,12,Carlos Santana strikes out swinging.,L,R,HOU,SEA,B,,,0,0,,664034,,2,6,51,1,4-Seam Fastball,0,5,Infield shift,Standard
CU,7/29/2022,"Verlander, Justin",664034,434378,double,hit_into_play,6,Ty France doubles (19) on a fly ball to center fielder Mauricio Dubon.,R,R,HOU,SEA,X,8,fly_ball,0,1,,,,2,6,50,2,Curveball,0,5,Standard,Strategic
FF,7/29/2022,"Verlander, Justin",664034,434378,,swinging_strike,11,Ty France doubles (19) on a fly ball to center fielder Mauricio Dubon.,R,R,HOU,SEA,S,,,0,0,,,,2,6,50,1,4-Seam Fastball,0,5,Standard,Standard
SL,7/29/2022,"Verlander, Justin",677594,434378,field_out,hit_into_play,6,Julio Rodriguez flies out sharply to center fielder Mauricio Dubon.,R,R,HOU,SEA,X,8,fly_ball,0,1,,,,1,6,49,2,Slider,0,5,Standard,Standard
SL,7/29/2022,"Verlander, Justin",677594,434378,,swinging_strike,6,Julio Rodriguez flies out sharply to center fielder Mauricio Dubon.,R,R,HOU,SEA,S,,,0,0,,,,1,6,49,1,Slider,0,5,Standard,Standard
SL,7/29/2022,"Verlander, Justin",624428,434378,field_out,hit_into_play,4,Adam Frazier flies out to left fielder Aledmys Diaz.,L,R,HOU,SEA,X,7,fly_ball,1,2,,,,0,6,48,4,Slider,0,5,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",624428,434378,,swinging_strike,11,Adam Frazier flies out to left fielder Aledmys Diaz.,L,R,HOU,SEA,S,,,1,1,,,,0,6,48,3,4-Seam Fastball,0,5,Standard,Standard
FF,7/29/2022,"Verlander, Justin",624428,434378,,called_strike,11,Adam Frazier flies out to left fielder Aledmys Diaz.,L,R,HOU,SEA,S,,,1,0,,,,0,6,48,2,4-Seam Fastball,0,5,Standard,Standard
SL,7/29/2022,"Verlander, Justin",624428,434378,,ball,11,Adam Frazier flies out to left fielder Aledmys Diaz.,L,R,HOU,SEA,B,,,0,0,,,,0,6,48,1,Slider,0,5,Standard,Standard
FF,7/29/2022,"Verlander, Justin",608385,434378,strikeout,swinging_strike,3,Jesse Winker strikes out swinging.,L,R,HOU,SEA,S,2,,1,2,,,663728,2,5,42,7,4-Seam Fastball,0,5,Infield shift,Standard
CU,7/29/2022,"Verlander, Justin",608385,434378,,foul,9,Jesse Winker strikes out swinging.,L,R,HOU,SEA,S,,,1,2,,,663728,2,5,42,6,Curveball,0,5,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",608385,434378,,foul,2,Jesse Winker strikes out swinging.,L,R,HOU,SEA,S,,,1,2,,,663728,2,5,42,5,4-Seam Fastball,0,5,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",608385,434378,,ball,11,Jesse Winker strikes out swinging.,L,R,HOU,SEA,B,,,0,2,,,663728,2,5,42,4,4-Seam Fastball,0,5,Infield shift,Standard
SL,7/29/2022,"Verlander, Justin",608385,434378,,foul,14,Jesse Winker strikes out swinging.,L,R,HOU,SEA,S,,,0,2,,,663728,2,5,42,3,Slider,0,5,Infield shift,Standard
CU,7/29/2022,"Verlander, Justin",608385,434378,,foul,5,Jesse Winker strikes out swinging.,L,R,HOU,SEA,S,,,0,1,,,663728,2,5,42,2,Curveball,0,5,Infield shift,Standard
SL,7/29/2022,"Verlander, Justin",608385,434378,,swinging_strike,5,Jesse Winker strikes out swinging.,L,R,HOU,SEA,S,,,0,0,,,663728,2,5,42,1,Slider,0,5,Infield shift,Standard
CH,7/29/2022,"Verlander, Justin",663728,434378,single,hit_into_play,11,Cal Raleigh singles on a ground ball to first baseman Yuli Gurriel.,L,R,HOU,SEA,X,3,ground_ball,0,0,,,,2,5,41,1,Changeup,0,5,Infield shift,Standard
SL,7/29/2022,"Verlander, Justin",641786,434378,field_out,hit_into_play,2,Kyle Lewis flies out sharply to center fielder Mauricio Dubon.,R,R,HOU,SEA,X,8,fly_ball,1,1,,,,1,5,40,3,Slider,0,5,Standard,Standard
CH,7/29/2022,"Verlander, Justin",641786,434378,,called_strike,4,Kyle Lewis flies out sharply to center fielder Mauricio Dubon.,R,R,HOU,SEA,S,,,1,0,,,,1,5,40,2,Changeup,0,5,Standard,Standard
CH,7/29/2022,"Verlander, Justin",641786,434378,,ball,13,Kyle Lewis flies out sharply to center fielder Mauricio Dubon.,R,R,HOU,SEA,B,,,0,0,,,,1,5,40,1,Changeup,0,5,Standard,Standard
SL,7/29/2022,"Verlander, Justin",641487,434378,field_out,hit_into_play,6,J.P. Crawford lines out to center fielder Mauricio Dubon.,L,R,HOU,SEA,X,8,line_drive,1,1,,,,0,5,39,3,Slider,0,5,Standard,Standard
CH,7/29/2022,"Verlander, Justin",641487,434378,,ball,11,J.P. Crawford lines out to center fielder Mauricio Dubon.,L,R,HOU,SEA,B,,,0,1,,,,0,5,39,2,Changeup,0,5,Standard,Standard
FF,7/29/2022,"Verlander, Justin",641487,434378,,called_strike,11,J.P. Crawford lines out to center fielder Mauricio Dubon.,L,R,HOU,SEA,S,,,0,0,,,,0,5,39,1,4-Seam Fastball,0,5,Standard,Standard
SL,7/29/2022,"Verlander, Justin",553993,434378,strikeout,swinging_strike,6,Eugenio Suarez strikes out swinging.,R,R,HOU,SEA,S,2,,2,2,,,,2,4,32,5,Slider,0,4,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",553993,434378,,swinging_strike,11,Eugenio Suarez strikes out swinging.,R,R,HOU,SEA,S,,,2,1,,,,2,4,32,4,4-Seam Fastball,0,4,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",553993,434378,,ball,12,Eugenio Suarez strikes out swinging.,R,R,HOU,SEA,B,,,1,1,,,,2,4,32,3,4-Seam Fastball,0,4,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",553993,434378,,called_strike,12,Eugenio Suarez strikes out swinging.,R,R,HOU,SEA,S,,,1,0,,,,2,4,32,2,4-Seam Fastball,0,4,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",553993,434378,,ball,12,Eugenio Suarez strikes out swinging.,R,R,HOU,SEA,B,,,0,0,,,,2,4,32,1,4-Seam Fastball,0,4,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",467793,434378,field_out,hit_into_play,12,Carlos Santana pops out to catcher Martin Maldonado in foul territory.,L,R,HOU,SEA,X,2,popup,1,2,,,,1,4,31,7,4-Seam Fastball,0,4,Infield shift,Standard
CH,7/29/2022,"Verlander, Justin",467793,434378,,foul,11,Carlos Santana pops out to catcher Martin Maldonado in foul territory.,L,R,HOU,SEA,S,,,1,2,,,,1,4,31,6,Changeup,0,4,Infield shift,Standard
SL,7/29/2022,"Verlander, Justin",467793,434378,,foul,14,Carlos Santana pops out to catcher Martin Maldonado in foul territory.,L,R,HOU,SEA,S,,,1,2,,,,1,4,31,5,Slider,0,4,Infield shift,Standard
SL,7/29/2022,"Verlander, Justin",467793,434378,,foul,14,Carlos Santana pops out to catcher Martin Maldonado in foul territory.,L,R,HOU,SEA,S,,,1,2,,,,1,4,31,4,Slider,0,4,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",467793,434378,,foul,2,Carlos Santana pops out to catcher Martin Maldonado in foul territory.,L,R,HOU,SEA,S,,,1,1,,,,1,4,31,3,4-Seam Fastball,0,4,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",467793,434378,,ball,11,Carlos Santana pops out to catcher Martin Maldonado in foul territory.,L,R,HOU,SEA,B,,,0,1,,,,1,4,31,2,4-Seam Fastball,0,4,Infield shift,Standard
SL,7/29/2022,"Verlander, Justin",467793,434378,,called_strike,9,Carlos Santana pops out to catcher Martin Maldonado in foul territory.,L,R,HOU,SEA,S,,,0,0,,,,1,4,31,1,Slider,0,4,Infield shift,Standard
CU,7/29/2022,"Verlander, Justin",664034,434378,field_out,hit_into_play,4,Ty France pops out to first baseman Yuli Gurriel.,R,R,HOU,SEA,X,3,popup,0,1,,,,0,4,30,2,Curveball,0,4,Standard,Standard
CU,7/29/2022,"Verlander, Justin",664034,434378,,called_strike,12,Ty France pops out to first baseman Yuli Gurriel.,R,R,HOU,SEA,S,,,0,0,,,,0,4,30,1,Curveball,0,4,Standard,Standard
FF,7/29/2022,"Verlander, Justin",677594,434378,field_out,hit_into_play,2,Julio Rodriguez flies out to center fielder Mauricio Dubon.,R,R,HOU,SEA,X,8,fly_ball,2,2,,,624428,2,3,20,5,4-Seam Fastball,0,1,Standard,Standard
SL,7/29/2022,"Verlander, Justin",677594,434378,,ball,14,Julio Rodriguez flies out to center fielder Mauricio Dubon.,R,R,HOU,SEA,B,,,1,2,,,624428,2,3,20,4,Slider,0,1,Standard,Standard
SL,7/29/2022,"Verlander, Justin",677594,434378,,swinging_strike,14,Julio Rodriguez flies out to center fielder Mauricio Dubon.,R,R,HOU,SEA,S,,,1,1,,,624428,2,3,20,3,Slider,0,1,Standard,Standard
FF,7/29/2022,"Verlander, Justin",677594,434378,,ball,14,Julio Rodriguez flies out to center fielder Mauricio Dubon.,R,R,HOU,SEA,B,,,0,1,,,624428,2,3,20,2,4-Seam Fastball,0,1,Standard,Standard
FF,7/29/2022,"Verlander, Justin",677594,434378,,called_strike,14,Julio Rodriguez flies out to center fielder Mauricio Dubon.,R,R,HOU,SEA,S,,,0,0,,,624428,2,3,20,1,4-Seam Fastball,0,1,Standard,Standard
FF,7/29/2022,"Verlander, Justin",624428,434378,walk,ball,11,Adam Frazier walks.,L,R,HOU,SEA,B,,,3,1,,,,2,3,19,5,4-Seam Fastball,0,1,Standard,Standard
FF,7/29/2022,"Verlander, Justin",624428,434378,,called_strike,13,Adam Frazier walks.,L,R,HOU,SEA,S,,,3,0,,,,2,3,19,4,4-Seam Fastball,0,1,Standard,Standard
FF,7/29/2022,"Verlander, Justin",624428,434378,,ball,11,Adam Frazier walks.,L,R,HOU,SEA,B,,,2,0,,,,2,3,19,3,4-Seam Fastball,0,1,Standard,Standard
SL,7/29/2022,"Verlander, Justin",624428,434378,,ball,14,Adam Frazier walks.,L,R,HOU,SEA,B,,,1,0,,,,2,3,19,2,Slider,0,1,Standard,Standard
FF,7/29/2022,"Verlander, Justin",624428,434378,,ball,11,Adam Frazier walks.,L,R,HOU,SEA,B,,,0,0,,,,2,3,19,1,4-Seam Fastball,0,1,Standard,Standard
CU,7/29/2022,"Verlander, Justin",608385,434378,field_out,hit_into_play,4,Jesse Winker flies out to left fielder Aledmys Diaz.,L,R,HOU,SEA,X,7,fly_ball,0,1,,,,1,3,18,2,Curveball,0,1,Infield shift,Standard
SL,7/29/2022,"Verlander, Justin",608385,434378,,called_strike,9,Jesse Winker flies out to left fielder Aledmys Diaz.,L,R,HOU,SEA,S,,,0,0,,,,1,3,18,1,Slider,0,1,Infield shift,Standard
SL,7/29/2022,"Verlander, Justin",663728,434378,strikeout,swinging_strike,14,Cal Raleigh strikes out swinging.,L,R,HOU,SEA,S,2,,1,2,,,,0,3,17,4,Slider,0,1,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",663728,434378,,ball,11,Cal Raleigh strikes out swinging.,L,R,HOU,SEA,B,,,0,2,,,,0,3,17,3,4-Seam Fastball,0,1,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",663728,434378,,foul,5,Cal Raleigh strikes out swinging.,L,R,HOU,SEA,S,,,0,1,,,,0,3,17,2,4-Seam Fastball,0,1,Infield shift,Standard
SL,7/29/2022,"Verlander, Justin",663728,434378,,foul,6,Cal Raleigh strikes out swinging.,L,R,HOU,SEA,S,,,0,0,,,,0,3,17,1,Slider,0,1,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",641786,434378,field_out,hit_into_play,3,Kyle Lewis pops out to first baseman Yuli Gurriel in foul territory.,R,R,HOU,SEA,X,3,popup,0,0,,,,2,2,11,1,4-Seam Fastball,0,0,Standard,Standard
FF,7/29/2022,"Verlander, Justin",641487,434378,field_out,hit_into_play,4,J.P. Crawford flies out to left fielder Aledmys Diaz.,L,R,HOU,SEA,X,7,fly_ball,2,0,,,,1,2,10,3,4-Seam Fastball,0,0,Standard,Standard
FF,7/29/2022,"Verlander, Justin",641487,434378,,ball,11,J.P. Crawford flies out to left fielder Aledmys Diaz.,L,R,HOU,SEA,B,,,1,0,,,,1,2,10,2,4-Seam Fastball,0,0,Standard,Standard
FF,7/29/2022,"Verlander, Justin",641487,434378,,ball,11,J.P. Crawford flies out to left fielder Aledmys Diaz.,L,R,HOU,SEA,B,,,0,0,,,,1,2,10,1,4-Seam Fastball,0,0,Standard,Standard
FF,7/29/2022,"Verlander, Justin",553993,434378,field_out,hit_into_play,4,Eugenio Suarez flies out to center fielder Mauricio Dubon.,R,R,HOU,SEA,X,8,fly_ball,1,2,,,,0,2,9,4,4-Seam Fastball,0,0,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",553993,434378,,foul,2,Eugenio Suarez flies out to center fielder Mauricio Dubon.,R,R,HOU,SEA,S,,,1,1,,,,0,2,9,3,4-Seam Fastball,0,0,Infield shift,Standard
SL,7/29/2022,"Verlander, Justin",553993,434378,,called_strike,12,Eugenio Suarez flies out to center fielder Mauricio Dubon.,R,R,HOU,SEA,S,,,1,0,,,,0,2,9,2,Slider,0,0,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",553993,434378,,ball,11,Eugenio Suarez flies out to center fielder Mauricio Dubon.,R,R,HOU,SEA,B,,,0,0,,,,0,2,9,1,4-Seam Fastball,0,0,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",553993,434378,caught_stealing_2b,swinging_strike,12,"Julio Rodriguez caught stealing 2nd base, catcher Martin Maldonado to second baseman Jose Altuve.",R,R,HOU,SEA,S,2,,2,1,,,677594,2,1,4,4,4-Seam Fastball,0,0,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",553993,434378,,ball,12,"Julio Rodriguez caught stealing 2nd base, catcher Martin Maldonado to second baseman Jose Altuve.",R,R,HOU,SEA,B,,,1,1,,,677594,2,1,4,3,4-Seam Fastball,0,0,Infield shift,Standard
CU,7/29/2022,"Verlander, Justin",553993,434378,,called_strike,1,"Julio Rodriguez caught stealing 2nd base, catcher Martin Maldonado to second baseman Jose Altuve.",R,R,HOU,SEA,S,,,1,0,,,677594,2,1,4,2,Curveball,0,0,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",553993,434378,,ball,11,"Julio Rodriguez caught stealing 2nd base, catcher Martin Maldonado to second baseman Jose Altuve.",R,R,HOU,SEA,B,,,0,0,,,677594,2,1,4,1,4-Seam Fastball,0,0,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",467793,434378,field_out,hit_into_play,1,Carlos Santana pops out to third baseman Alex Bregman.,L,R,HOU,SEA,X,5,popup,1,0,,,677594,1,1,3,2,4-Seam Fastball,0,0,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",467793,434378,,ball,11,Carlos Santana pops out to third baseman Alex Bregman.,L,R,HOU,SEA,B,,,0,0,,,677594,1,1,3,1,4-Seam Fastball,0,0,Infield shift,Standard
FF,7/29/2022,"Verlander, Justin",664034,434378,field_out,hit_into_play,6,Ty France flies out to right fielder Kyle Tucker.,R,R,HOU,SEA,X,9,fly_ball,1,0,,,677594,0,1,2,2,4-Seam Fastball,0,0,Standard,Standard
FF,7/29/2022,"Verlander, Justin",664034,434378,,ball,12,Ty France flies out to right fielder Kyle Tucker.,R,R,HOU,SEA,B,,,0,0,,,677594,0,1,2,1,4-Seam Fastball,0,0,Standard,Standard
FF,7/29/2022,"Verlander, Justin",677594,434378,single,hit_into_play,3,Julio Rodriguez singles on a ground ball to shortstop Jeremy Pena.,R,R,HOU,SEA,X,6,ground_ball,0,0,,,,0,1,1,1,4-Seam Fastball,0,0,Standard,Standard
FF,7/23/2022,"Verlander, Justin",664059,434378,strikeout,foul_tip,12,Sam Haggerty strikes out on a foul tip.,L,R,SEA,HOU,S,2,,1,2,553993,624428,647351,2,7,54,4,4-Seam Fastball,1,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",664059,434378,,ball,11,Sam Haggerty strikes out on a foul tip.,L,R,SEA,HOU,B,,,0,2,553993,624428,647351,2,7,54,3,4-Seam Fastball,1,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",664059,434378,,called_strike,3,Sam Haggerty strikes out on a foul tip.,L,R,SEA,HOU,S,,,0,1,553993,624428,647351,2,7,54,2,4-Seam Fastball,1,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",664059,434378,,swinging_strike,1,Sam Haggerty strikes out on a foul tip.,L,R,SEA,HOU,S,,,0,0,553993,624428,647351,2,7,54,1,4-Seam Fastball,1,2,Infield shift,Standard
CH,7/23/2022,"Verlander, Justin",641786,434378,walk,blocked_ball,13,Kyle Lewis walks.,R,R,SEA,HOU,B,,,3,2,553993,624428,,2,7,53,6,Changeup,1,2,Standard,Standard
FF,7/23/2022,"Verlander, Justin",641786,434378,,ball,11,Kyle Lewis walks.,R,R,SEA,HOU,B,,,2,2,553993,624428,,2,7,53,5,4-Seam Fastball,1,2,Standard,Standard
SL,7/23/2022,"Verlander, Justin",641786,434378,,ball,14,Kyle Lewis walks.,R,R,SEA,HOU,B,,,1,2,553993,624428,,2,7,53,4,Slider,1,2,Standard,Standard
SL,7/23/2022,"Verlander, Justin",641786,434378,,swinging_strike,12,Kyle Lewis walks.,R,R,SEA,HOU,S,,,1,1,553993,624428,,2,7,53,3,Slider,1,2,Standard,Standard
FF,7/23/2022,"Verlander, Justin",641786,434378,,swinging_strike,12,Kyle Lewis walks.,R,R,SEA,HOU,S,,,1,0,553993,624428,,2,7,53,2,4-Seam Fastball,1,2,Standard,Standard
SL,7/23/2022,"Verlander, Justin",641786,434378,,blocked_ball,14,Kyle Lewis walks.,R,R,SEA,HOU,B,,,0,0,553993,624428,,2,7,53,1,Slider,1,2,Standard,Standard
FF,7/23/2022,"Verlander, Justin",663728,434378,strikeout,swinging_strike,12,Cal Raleigh strikes out swinging.,L,R,SEA,HOU,S,2,,2,2,553993,624428,,1,7,52,8,4-Seam Fastball,1,2,Infield shift,Standard
CU,7/23/2022,"Verlander, Justin",663728,434378,,foul,8,Cal Raleigh strikes out swinging.,L,R,SEA,HOU,S,,,2,2,553993,624428,,1,7,52,7,Curveball,1,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",663728,434378,,foul,12,Cal Raleigh strikes out swinging.,L,R,SEA,HOU,S,,,2,2,553993,624428,,1,7,52,6,4-Seam Fastball,1,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",663728,434378,,foul,1,Cal Raleigh strikes out swinging.,L,R,SEA,HOU,S,,,2,2,553993,624428,,1,7,52,5,4-Seam Fastball,1,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",663728,434378,,swinging_strike,13,Cal Raleigh strikes out swinging.,L,R,SEA,HOU,S,,,2,1,553993,624428,,1,7,52,4,4-Seam Fastball,1,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",663728,434378,,ball,11,Cal Raleigh strikes out swinging.,L,R,SEA,HOU,B,,,1,1,553993,624428,,1,7,52,3,4-Seam Fastball,1,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",663728,434378,,ball,14,Cal Raleigh strikes out swinging.,L,R,SEA,HOU,B,,,0,1,553993,,624428,1,7,52,2,4-Seam Fastball,1,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",663728,434378,,foul,11,Cal Raleigh strikes out swinging.,L,R,SEA,HOU,S,,,0,0,553993,,624428,1,7,52,1,4-Seam Fastball,1,2,Infield shift,Standard
CU,7/23/2022,"Verlander, Justin",624428,434378,single,hit_into_play,11,Adam Frazier singles on a ground ball to center fielder Jake Meyers.   Eugenio Suarez to 3rd.,L,R,SEA,HOU,X,8,ground_ball,0,1,,,553993,1,7,51,2,Curveball,1,2,Standard,Standard
CU,7/23/2022,"Verlander, Justin",624428,434378,,called_strike,6,Adam Frazier singles on a ground ball to center fielder Jake Meyers.   Eugenio Suarez to 3rd.,L,R,SEA,HOU,S,,,0,0,,,553993,1,7,51,1,Curveball,1,2,Standard,Standard
FF,7/23/2022,"Verlander, Justin",553993,434378,walk,ball,11,Eugenio Suarez walks.,R,R,SEA,HOU,B,,,3,2,,,,1,7,50,7,4-Seam Fastball,1,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",553993,434378,,ball,11,Eugenio Suarez walks.,R,R,SEA,HOU,B,,,2,2,,,,1,7,50,6,4-Seam Fastball,1,2,Infield shift,Standard
SL,7/23/2022,"Verlander, Justin",553993,434378,,foul,5,Eugenio Suarez walks.,R,R,SEA,HOU,S,,,2,2,,,,1,7,50,5,Slider,1,2,Infield shift,Standard
CU,7/23/2022,"Verlander, Justin",553993,434378,,ball,9,Eugenio Suarez walks.,R,R,SEA,HOU,B,,,1,2,,,,1,7,50,4,Curveball,1,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",553993,434378,,ball,12,Eugenio Suarez walks.,R,R,SEA,HOU,B,,,0,2,,,,1,7,50,3,4-Seam Fastball,1,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",553993,434378,,swinging_strike,11,Eugenio Suarez walks.,R,R,SEA,HOU,S,,,0,1,,,,1,7,50,2,4-Seam Fastball,1,2,Infield shift,Standard
SL,7/23/2022,"Verlander, Justin",553993,434378,,foul,9,Eugenio Suarez walks.,R,R,SEA,HOU,S,,,0,0,,,,1,7,50,1,Slider,1,2,Infield shift,Standard
CU,7/23/2022,"Verlander, Justin",467793,434378,home_run,hit_into_play,5,Carlos Santana homers (9) on a fly ball to right center field.,L,R,SEA,HOU,X,,fly_ball,1,2,,,,1,7,49,4,Curveball,0,2,Infield shift,Strategic
CU,7/23/2022,"Verlander, Justin",467793,434378,,foul,9,Carlos Santana homers (9) on a fly ball to right center field.,L,R,SEA,HOU,S,,,1,1,,,,1,7,49,3,Curveball,0,2,Infield shift,Strategic
SL,7/23/2022,"Verlander, Justin",467793,434378,,ball,14,Carlos Santana homers (9) on a fly ball to right center field.,L,R,SEA,HOU,B,,,0,1,,,,1,7,49,2,Slider,0,2,Infield shift,Strategic
SL,7/23/2022,"Verlander, Justin",467793,434378,,called_strike,11,Carlos Santana homers (9) on a fly ball to right center field.,L,R,SEA,HOU,S,,,0,0,,,,1,7,49,1,Slider,0,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",608385,434378,field_out,hit_into_play,2,Jesse Winker flies out to center fielder Jake Meyers.,L,R,SEA,HOU,X,8,fly_ball,0,0,,,,0,7,48,1,4-Seam Fastball,0,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",664034,434378,field_out,hit_into_play,12,Ty France pops out to first baseman Yuli Gurriel in foul territory.,R,R,SEA,HOU,X,3,popup,1,0,,,,2,6,43,2,4-Seam Fastball,0,2,Standard,Standard
FF,7/23/2022,"Verlander, Justin",664034,434378,,ball,12,Ty France pops out to first baseman Yuli Gurriel in foul territory.,R,R,SEA,HOU,B,,,0,0,,,,2,6,43,1,4-Seam Fastball,0,2,Standard,Standard
FF,7/23/2022,"Verlander, Justin",641487,434378,field_out,hit_into_play,5,"J.P. Crawford grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.",L,R,SEA,HOU,X,4,ground_ball,2,0,,,,1,6,42,3,4-Seam Fastball,0,2,Standard,Standard
CH,7/23/2022,"Verlander, Justin",641487,434378,,ball,13,"J.P. Crawford grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.",L,R,SEA,HOU,B,,,1,0,,,,1,6,42,2,Changeup,0,2,Standard,Standard
CH,7/23/2022,"Verlander, Justin",641487,434378,,ball,13,"J.P. Crawford grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.",L,R,SEA,HOU,B,,,0,0,,,,1,6,42,1,Changeup,0,2,Standard,Standard
FF,7/23/2022,"Verlander, Justin",664059,434378,strikeout,swinging_strike,12,Sam Haggerty strikes out swinging.,L,R,SEA,HOU,S,2,,1,2,,,,0,6,41,6,4-Seam Fastball,0,2,Infield shift,Standard
SL,7/23/2022,"Verlander, Justin",664059,434378,,foul,5,Sam Haggerty strikes out swinging.,L,R,SEA,HOU,S,,,1,2,,,,0,6,41,5,Slider,0,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",664059,434378,,ball,11,Sam Haggerty strikes out swinging.,L,R,SEA,HOU,B,,,0,2,,,,0,6,41,4,4-Seam Fastball,0,2,Infield shift,Standard
CU,7/23/2022,"Verlander, Justin",664059,434378,,foul,2,Sam Haggerty strikes out swinging.,L,R,SEA,HOU,S,,,0,2,,,,0,6,41,3,Curveball,0,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",664059,434378,,foul,12,Sam Haggerty strikes out swinging.,L,R,SEA,HOU,S,,,0,1,,,,0,6,41,2,4-Seam Fastball,0,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",664059,434378,,foul,12,Sam Haggerty strikes out swinging.,L,R,SEA,HOU,S,,,0,0,,,,0,6,41,1,4-Seam Fastball,0,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",664238,434378,strikeout,swinging_strike,12,Dylan Moore strikes out swinging.,R,R,SEA,HOU,S,2,,1,2,,,,2,5,37,4,4-Seam Fastball,0,2,Standard,Standard
FF,7/23/2022,"Verlander, Justin",664238,434378,,foul,5,Dylan Moore strikes out swinging.,R,R,SEA,HOU,S,,,1,1,,,,2,5,37,3,4-Seam Fastball,0,2,Standard,Standard
FF,7/23/2022,"Verlander, Justin",664238,434378,,swinging_strike,12,Dylan Moore strikes out swinging.,R,R,SEA,HOU,S,,,1,0,,,,2,5,37,2,4-Seam Fastball,0,2,Standard,Standard
CU,7/23/2022,"Verlander, Justin",664238,434378,,ball,13,Dylan Moore strikes out swinging.,R,R,SEA,HOU,B,,,0,0,,,,2,5,37,1,Curveball,0,2,Standard,Standard
SL,7/23/2022,"Verlander, Justin",663728,434378,strikeout,called_strike,3,Cal Raleigh called out on strikes.,L,R,SEA,HOU,S,2,,2,2,,,,1,5,36,5,Slider,0,2,Infield shift,Standard
SL,7/23/2022,"Verlander, Justin",663728,434378,,called_strike,11,Cal Raleigh called out on strikes.,L,R,SEA,HOU,S,,,2,1,,,,1,5,36,4,Slider,0,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",663728,434378,,foul,11,Cal Raleigh called out on strikes.,L,R,SEA,HOU,S,,,2,0,,,,1,5,36,3,4-Seam Fastball,0,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",663728,434378,,ball,11,Cal Raleigh called out on strikes.,L,R,SEA,HOU,B,,,1,0,,,,1,5,36,2,4-Seam Fastball,0,2,Infield shift,Standard
FF,7/23/2022,"Verlander, Justin",663728,434378,,ball,11,Cal Raleigh called out on strikes.,L,R,SEA,HOU,B,,,0,0,,,,1,5,36,1,4-Seam Fastball,0,2,Infield shift,Standard
