pitch_type,game_date,player_name,batter,pitcher,events,description,zone,des,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,pitch_name,bat_score,fld_score,if_fielding_alignment,of_fielding_alignment
SL,9/16/2022,"Verlander, Justin",669127,434378,strikeout,swinging_strike,9,Shea Langeliers strikes out swinging.,R,R,HOU,OAK,S,2,,1,2,,,,2,5,35,5,Slider,0,2,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",669127,434378,,foul,3,Shea Langeliers strikes out swinging.,R,R,HOU,OAK,S,,,1,2,,,,2,5,35,4,4-Seam Fastball,0,2,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",669127,434378,,called_strike,13,Shea Langeliers strikes out swinging.,R,R,HOU,OAK,S,,,1,1,,,,2,5,35,3,Slider,0,2,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",669127,434378,,foul,1,Shea Langeliers strikes out swinging.,R,R,HOU,OAK,S,,,1,0,,,,2,5,35,2,4-Seam Fastball,0,2,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",669127,434378,,ball,8,Shea Langeliers strikes out swinging.,R,R,HOU,OAK,B,,,0,0,,,,2,5,35,1,Slider,0,2,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",681146,434378,field_out,hit_into_play,4,Jonah Bride pops out softly to first baseman Yuli Gurriel.,R,R,HOU,OAK,X,3,popup,2,2,,,,1,5,34,5,Slider,0,2,Standard,Standard
SL,9/16/2022,"Verlander, Justin",681146,434378,,called_strike,6,Jonah Bride pops out softly to first baseman Yuli Gurriel.,R,R,HOU,OAK,S,,,2,1,,,,1,5,34,4,Slider,0,2,Strategic,Standard
FF,9/16/2022,"Verlander, Justin",681146,434378,,foul,11,Jonah Bride pops out softly to first baseman Yuli Gurriel.,R,R,HOU,OAK,S,,,2,0,,,,1,5,34,3,4-Seam Fastball,0,2,Standard,Standard
SL,9/16/2022,"Verlander, Justin",681146,434378,,ball,14,Jonah Bride pops out softly to first baseman Yuli Gurriel.,R,R,HOU,OAK,B,,,1,0,,,,1,5,34,2,Slider,0,2,Standard,Standard
CU,9/16/2022,"Verlander, Justin",681146,434378,,ball,13,Jonah Bride pops out softly to first baseman Yuli Gurriel.,R,R,HOU,OAK,B,,,0,0,,,,1,5,34,1,Curveball,0,2,Standard,Standard
SL,9/16/2022,"Verlander, Justin",660650,434378,strikeout,swinging_strike,14,Dermis Garcia strikes out swinging.,R,R,HOU,OAK,S,2,,0,2,,,,0,5,33,3,Slider,0,2,Standard,Standard
SL,9/16/2022,"Verlander, Justin",660650,434378,,foul,8,Dermis Garcia strikes out swinging.,R,R,HOU,OAK,S,,,0,1,,,,0,5,33,2,Slider,0,2,Standard,Standard
SL,9/16/2022,"Verlander, Justin",660650,434378,,swinging_strike,14,Dermis Garcia strikes out swinging.,R,R,HOU,OAK,S,,,0,0,,,,0,5,33,1,Slider,0,2,Strategic,Standard
FF,9/16/2022,"Verlander, Justin",657656,434378,strikeout,foul_tip,3,Ramon Laureano strikes out on a foul tip.,R,R,HOU,OAK,S,2,,3,2,,,664913,2,4,27,6,4-Seam Fastball,0,2,Standard,Standard
CU,9/16/2022,"Verlander, Justin",657656,434378,,ball,14,Ramon Laureano strikes out on a foul tip.,R,R,HOU,OAK,B,,,2,2,,,664913,2,4,27,5,Curveball,0,2,Standard,Standard
SL,9/16/2022,"Verlander, Justin",657656,434378,,swinging_strike,14,Ramon Laureano strikes out on a foul tip.,R,R,HOU,OAK,S,,,2,1,,,664913,2,4,27,4,Slider,0,2,Standard,Standard
SL,9/16/2022,"Verlander, Justin",657656,434378,,called_strike,12,Ramon Laureano strikes out on a foul tip.,R,R,HOU,OAK,S,,,2,0,,,664913,2,4,27,3,Slider,0,2,Standard,Standard
CU,9/16/2022,"Verlander, Justin",657656,434378,,ball,11,Ramon Laureano strikes out on a foul tip.,R,R,HOU,OAK,B,,,1,0,,,664913,2,4,27,2,Curveball,0,2,Standard,Standard
CU,9/16/2022,"Verlander, Justin",657656,434378,,ball,11,Ramon Laureano strikes out on a foul tip.,R,R,HOU,OAK,B,,,0,0,,,664913,2,4,27,1,Curveball,0,2,Standard,Standard
CH,9/16/2022,"Verlander, Justin",664913,434378,walk,ball,13,Seth Brown walks.,L,R,HOU,OAK,B,,,3,2,,,,2,4,26,6,Changeup,0,2,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",664913,434378,,foul,9,Seth Brown walks.,L,R,HOU,OAK,S,,,3,1,,,,2,4,26,5,Slider,0,2,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",664913,434378,,ball,12,Seth Brown walks.,L,R,HOU,OAK,B,,,2,1,,,,2,4,26,4,4-Seam Fastball,0,2,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",664913,434378,,ball,12,Seth Brown walks.,L,R,HOU,OAK,B,,,1,1,,,,2,4,26,3,4-Seam Fastball,0,2,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",664913,434378,,ball,11,Seth Brown walks.,L,R,HOU,OAK,B,,,0,1,,,,2,4,26,2,4-Seam Fastball,0,2,Infield shift,Standard
CU,9/16/2022,"Verlander, Justin",664913,434378,,called_strike,1,Seth Brown walks.,L,R,HOU,OAK,S,,,0,0,,,,2,4,26,1,Curveball,0,2,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",669221,434378,field_out,hit_into_play,3,"Sean Murphy grounds out, shortstop Jeremy Pena to first baseman Yuli Gurriel.",R,R,HOU,OAK,X,6,ground_ball,2,2,,,,1,4,25,5,4-Seam Fastball,0,2,Infield shift,Standard
CH,9/16/2022,"Verlander, Justin",669221,434378,,ball,13,"Sean Murphy grounds out, shortstop Jeremy Pena to first baseman Yuli Gurriel.",R,R,HOU,OAK,B,,,1,2,,,,1,4,25,4,Changeup,0,2,Infield shift,Standard
CH,9/16/2022,"Verlander, Justin",669221,434378,,ball,13,"Sean Murphy grounds out, shortstop Jeremy Pena to first baseman Yuli Gurriel.",R,R,HOU,OAK,B,,,0,2,,,,1,4,25,3,Changeup,0,2,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",669221,434378,,foul,2,"Sean Murphy grounds out, shortstop Jeremy Pena to first baseman Yuli Gurriel.",R,R,HOU,OAK,S,,,0,1,,,,1,4,25,2,4-Seam Fastball,0,2,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",669221,434378,,called_strike,12,"Sean Murphy grounds out, shortstop Jeremy Pena to first baseman Yuli Gurriel.",R,R,HOU,OAK,S,,,0,0,,,,1,4,25,1,4-Seam Fastball,0,2,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",605353,434378,field_out,hit_into_play,6,Vimael Machin flies out to left fielder Yordan Alvarez.,L,R,HOU,OAK,X,7,fly_ball,2,2,,,,0,4,24,7,Slider,0,2,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",605353,434378,,foul,14,Vimael Machin flies out to left fielder Yordan Alvarez.,L,R,HOU,OAK,S,,,2,2,,,,0,4,24,6,Slider,0,2,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",605353,434378,,ball,12,Vimael Machin flies out to left fielder Yordan Alvarez.,L,R,HOU,OAK,B,,,1,2,,,,0,4,24,5,Slider,0,2,Infield shift,Standard
CH,9/16/2022,"Verlander, Justin",605353,434378,,foul,13,Vimael Machin flies out to left fielder Yordan Alvarez.,L,R,HOU,OAK,S,,,1,2,,,,0,4,24,4,Changeup,0,2,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",605353,434378,,ball,7,Vimael Machin flies out to left fielder Yordan Alvarez.,L,R,HOU,OAK,B,,,0,2,,,,0,4,24,3,4-Seam Fastball,0,2,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",605353,434378,,foul,11,Vimael Machin flies out to left fielder Yordan Alvarez.,L,R,HOU,OAK,S,,,0,1,,,,0,4,24,2,4-Seam Fastball,0,2,Standard,Standard
CU,9/16/2022,"Verlander, Justin",605353,434378,,called_strike,5,Vimael Machin flies out to left fielder Yordan Alvarez.,L,R,HOU,OAK,S,,,0,0,,,,0,4,24,1,Curveball,0,2,Standard,Standard
SL,9/16/2022,"Verlander, Justin",643393,434378,strikeout,called_strike,2,Tony Kemp called out on strikes.,L,R,HOU,OAK,S,2,,3,2,,,,2,3,19,7,Slider,0,1,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",643393,434378,,foul,8,Tony Kemp called out on strikes.,L,R,HOU,OAK,S,,,3,2,,,,2,3,19,6,Slider,0,1,Infield shift,Standard
CH,9/16/2022,"Verlander, Justin",643393,434378,,ball,13,Tony Kemp called out on strikes.,L,R,HOU,OAK,B,,,2,2,,,,2,3,19,5,Changeup,0,1,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",643393,434378,,foul,8,Tony Kemp called out on strikes.,L,R,HOU,OAK,S,,,2,1,,,,2,3,19,4,Slider,0,1,Infield shift,Standard
CU,9/16/2022,"Verlander, Justin",643393,434378,,ball,13,Tony Kemp called out on strikes.,L,R,HOU,OAK,B,,,1,1,,,,2,3,19,3,Curveball,0,1,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",643393,434378,,foul,1,Tony Kemp called out on strikes.,L,R,HOU,OAK,S,,,1,0,,,,2,3,19,2,4-Seam Fastball,0,1,Infield shift,Standard
CU,9/16/2022,"Verlander, Justin",643393,434378,,ball,11,Tony Kemp called out on strikes.,L,R,HOU,OAK,B,,,0,0,,,,2,3,19,1,Curveball,0,1,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",669397,434378,strikeout,swinging_strike,14,Nick Allen strikes out swinging.,R,R,HOU,OAK,S,2,,0,2,,,,1,3,18,3,Slider,0,1,Standard,Standard
SL,9/16/2022,"Verlander, Justin",669397,434378,,swinging_strike,9,Nick Allen strikes out swinging.,R,R,HOU,OAK,S,,,0,1,,,,1,3,18,2,Slider,0,1,Standard,Standard
FF,9/16/2022,"Verlander, Justin",669397,434378,,called_strike,5,Nick Allen strikes out swinging.,R,R,HOU,OAK,S,,,0,0,,,,1,3,18,1,4-Seam Fastball,0,1,Standard,Standard
FF,9/16/2022,"Verlander, Justin",669127,434378,field_out,hit_into_play,4,"Shea Langeliers grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.",R,R,HOU,OAK,X,5,ground_ball,0,0,,,,0,3,17,1,4-Seam Fastball,0,1,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",681146,434378,field_out,hit_into_play,11,Jonah Bride flies out to right fielder Kyle Tucker.,R,R,HOU,OAK,X,9,fly_ball,2,2,,657656,,2,2,13,5,4-Seam Fastball,0,1,Standard,Standard
SL,9/16/2022,"Verlander, Justin",681146,434378,,called_strike,5,Jonah Bride flies out to right fielder Kyle Tucker.,R,R,HOU,OAK,S,,,2,1,,657656,,2,2,13,4,Slider,0,1,Standard,Standard
SL,9/16/2022,"Verlander, Justin",681146,434378,,called_strike,11,Jonah Bride flies out to right fielder Kyle Tucker.,R,R,HOU,OAK,S,,,2,0,,657656,,2,2,13,3,Slider,0,1,Standard,Standard
SL,9/16/2022,"Verlander, Justin",681146,434378,,ball,12,Jonah Bride flies out to right fielder Kyle Tucker.,R,R,HOU,OAK,B,,,1,0,,,657656,2,2,13,2,Slider,0,1,Standard,Standard
FF,9/16/2022,"Verlander, Justin",681146,434378,,ball,12,Jonah Bride flies out to right fielder Kyle Tucker.,R,R,HOU,OAK,B,,,0,0,,,657656,2,2,13,1,4-Seam Fastball,0,1,Standard,Standard
FF,9/16/2022,"Verlander, Justin",660650,434378,strikeout,called_strike,12,Dermis Garcia called out on strikes.,R,R,HOU,OAK,S,2,,3,2,,,657656,1,2,12,6,4-Seam Fastball,0,1,Standard,Standard
FF,9/16/2022,"Verlander, Justin",660650,434378,,swinging_strike,3,Dermis Garcia called out on strikes.,R,R,HOU,OAK,S,,,3,1,,,657656,1,2,12,5,4-Seam Fastball,0,1,Standard,Standard
SL,9/16/2022,"Verlander, Justin",660650,434378,,ball,12,Dermis Garcia called out on strikes.,R,R,HOU,OAK,B,,,2,1,,,657656,1,2,12,4,Slider,0,1,Standard,Standard
FF,9/16/2022,"Verlander, Justin",660650,434378,,foul,6,Dermis Garcia called out on strikes.,R,R,HOU,OAK,S,,,2,0,,,657656,1,2,12,3,4-Seam Fastball,0,1,Standard,Standard
FF,9/16/2022,"Verlander, Justin",660650,434378,,ball,12,Dermis Garcia called out on strikes.,R,R,HOU,OAK,B,,,1,0,,,657656,1,2,12,2,4-Seam Fastball,0,1,Standard,Standard
SL,9/16/2022,"Verlander, Justin",660650,434378,,ball,14,Dermis Garcia called out on strikes.,R,R,HOU,OAK,B,,,0,0,,,657656,1,2,12,1,Slider,0,1,Standard,Standard
FF,9/16/2022,"Verlander, Justin",657656,434378,hit_by_pitch,hit_by_pitch,11,Ramon Laureano hit by pitch.,R,R,HOU,OAK,B,,,1,1,,,,1,2,11,3,4-Seam Fastball,0,1,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",657656,434378,,foul,6,Ramon Laureano hit by pitch.,R,R,HOU,OAK,S,,,1,0,,,,1,2,11,2,Slider,0,1,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",657656,434378,,ball,12,Ramon Laureano hit by pitch.,R,R,HOU,OAK,B,,,0,0,,,,1,2,11,1,Slider,0,1,Infield shift,Standard
CH,9/16/2022,"Verlander, Justin",664913,434378,strikeout,swinging_strike,7,Seth Brown strikes out swinging.,L,R,HOU,OAK,S,2,,1,2,,,,0,2,10,4,Changeup,0,1,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",664913,434378,,foul,2,Seth Brown strikes out swinging.,L,R,HOU,OAK,S,,,1,1,,,,0,2,10,3,4-Seam Fastball,0,1,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",664913,434378,,ball,11,Seth Brown strikes out swinging.,L,R,HOU,OAK,B,,,0,1,,,,0,2,10,2,4-Seam Fastball,0,1,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",664913,434378,,swinging_strike,11,Seth Brown strikes out swinging.,L,R,HOU,OAK,S,,,0,0,,,,0,2,10,1,4-Seam Fastball,0,1,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",669221,434378,strikeout,swinging_strike,14,Sean Murphy strikes out swinging.,R,R,HOU,OAK,S,2,,2,2,,,,2,1,3,7,Slider,0,0,Infield shift,Standard
CU,9/16/2022,"Verlander, Justin",669221,434378,,foul,6,Sean Murphy strikes out swinging.,R,R,HOU,OAK,S,,,2,2,,,,2,1,3,6,Curveball,0,0,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",669221,434378,,foul,14,Sean Murphy strikes out swinging.,R,R,HOU,OAK,S,,,2,2,,,,2,1,3,5,Slider,0,0,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",669221,434378,,ball,12,Sean Murphy strikes out swinging.,R,R,HOU,OAK,B,,,1,2,,,,2,1,3,4,4-Seam Fastball,0,0,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",669221,434378,,ball,14,Sean Murphy strikes out swinging.,R,R,HOU,OAK,B,,,0,2,,,,2,1,3,3,4-Seam Fastball,0,0,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",669221,434378,,called_strike,9,Sean Murphy strikes out swinging.,R,R,HOU,OAK,S,,,0,1,,,,2,1,3,2,4-Seam Fastball,0,0,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",669221,434378,,foul,5,Sean Murphy strikes out swinging.,R,R,HOU,OAK,S,,,0,0,,,,2,1,3,1,Slider,0,0,Infield shift,Standard
SL,9/16/2022,"Verlander, Justin",605353,434378,strikeout,swinging_strike,3,Vimael Machin strikes out swinging.,L,R,HOU,OAK,S,2,,1,2,,,,1,1,2,4,Slider,0,0,Infield shift,Standard
CU,9/16/2022,"Verlander, Justin",605353,434378,,foul,4,Vimael Machin strikes out swinging.,L,R,HOU,OAK,S,,,1,1,,,,1,1,2,3,Curveball,0,0,Standard,Standard
CU,9/16/2022,"Verlander, Justin",605353,434378,,called_strike,1,Vimael Machin strikes out swinging.,L,R,HOU,OAK,S,,,1,0,,,,1,1,2,2,Curveball,0,0,Standard,Standard
CU,9/16/2022,"Verlander, Justin",605353,434378,,ball,14,Vimael Machin strikes out swinging.,L,R,HOU,OAK,B,,,0,0,,,,1,1,2,1,Curveball,0,0,Standard,Standard
CU,9/16/2022,"Verlander, Justin",643393,434378,field_out,hit_into_play,4,"Tony Kemp grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.",L,R,HOU,OAK,X,4,ground_ball,0,1,,,,0,1,1,2,Curveball,0,0,Infield shift,Standard
FF,9/16/2022,"Verlander, Justin",643393,434378,,foul,7,"Tony Kemp grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.",L,R,HOU,OAK,S,,,0,0,,,,0,1,1,1,4-Seam Fastball,0,0,Infield shift,Standard
FF,8/28/2022,"Verlander, Justin",623993,434378,double_play,hit_into_play,2,"Anthony Santander flies into a double play, center fielder Mauricio Dubon to second baseman Jose Altuve to first baseman Yuli Gurriel to third baseman Alex Bregman.   Robinson Chirinos out at 3rd.    Cedric Mullins to 2nd.",L,R,HOU,BAL,X,8,fly_ball,1,1,,455139,656775,1,3,18,3,4-Seam Fastball,0,0,Infield shift,Standard
FF,8/28/2022,"Verlander, Justin",623993,434378,,foul,11,"Anthony Santander flies into a double play, center fielder Mauricio Dubon to second baseman Jose Altuve to first baseman Yuli Gurriel to third baseman Alex Bregman.   Robinson Chirinos out at 3rd.    Cedric Mullins to 2nd.",L,R,HOU,BAL,S,,,1,0,,455139,656775,1,3,18,2,4-Seam Fastball,0,0,Infield shift,Standard
FF,8/28/2022,"Verlander, Justin",623993,434378,,ball,11,"Anthony Santander flies into a double play, center fielder Mauricio Dubon to second baseman Jose Altuve to first baseman Yuli Gurriel to third baseman Alex Bregman.   Robinson Chirinos out at 3rd.    Cedric Mullins to 2nd.",L,R,HOU,BAL,B,,,0,0,,455139,656775,1,3,18,1,4-Seam Fastball,0,0,Infield shift,Standard
SL,8/28/2022,"Verlander, Justin",668939,434378,strikeout,called_strike,9,Adley Rutschman called out on strikes.,L,R,HOU,BAL,S,2,,0,2,,455139,656775,0,3,17,3,Slider,0,0,Infield shift,Standard
CU,8/28/2022,"Verlander, Justin",668939,434378,,called_strike,4,Adley Rutschman called out on strikes.,L,R,HOU,BAL,S,,,0,1,,455139,656775,0,3,17,2,Curveball,0,0,Infield shift,Standard
CU,8/28/2022,"Verlander, Justin",668939,434378,,called_strike,3,Adley Rutschman called out on strikes.,L,R,HOU,BAL,S,,,0,0,,455139,656775,0,3,17,1,Curveball,0,0,Infield shift,Standard
FF,8/28/2022,"Verlander, Justin",656775,434378,walk,ball,12,Cedric Mullins walks.   Robinson Chirinos to 2nd.,L,R,HOU,BAL,B,,,3,2,,,455139,0,3,16,7,4-Seam Fastball,0,0,Infield shift,Standard
FF,8/28/2022,"Verlander, Justin",656775,434378,,foul,1,Cedric Mullins walks.   Robinson Chirinos to 2nd.,L,R,HOU,BAL,S,,,3,2,,,455139,0,3,16,6,4-Seam Fastball,0,0,Infield shift,Standard
FF,8/28/2022,"Verlander, Justin",656775,434378,,foul_tip,2,Cedric Mullins walks.   Robinson Chirinos to 2nd.,L,R,HOU,BAL,S,,,3,1,,,455139,0,3,16,5,4-Seam Fastball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",656775,434378,,called_strike,12,Cedric Mullins walks.   Robinson Chirinos to 2nd.,L,R,HOU,BAL,S,,,3,0,,,455139,0,3,16,4,4-Seam Fastball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",656775,434378,,ball,12,Cedric Mullins walks.   Robinson Chirinos to 2nd.,L,R,HOU,BAL,B,,,2,0,,,455139,0,3,16,3,4-Seam Fastball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",656775,434378,,ball,12,Cedric Mullins walks.   Robinson Chirinos to 2nd.,L,R,HOU,BAL,B,,,1,0,,,455139,0,3,16,2,4-Seam Fastball,0,0,Standard,Standard
CU,8/28/2022,"Verlander, Justin",656775,434378,,ball,12,Cedric Mullins walks.   Robinson Chirinos to 2nd.,L,R,HOU,BAL,B,,,0,0,,,455139,0,3,16,1,Curveball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",455139,434378,single,hit_into_play,11,Robinson Chirinos singles on a ground ball to third baseman Alex Bregman.,R,R,HOU,BAL,X,5,ground_ball,2,0,,,,0,3,15,3,4-Seam Fastball,0,0,Infield shift,Standard
FF,8/28/2022,"Verlander, Justin",455139,434378,,ball,11,Robinson Chirinos singles on a ground ball to third baseman Alex Bregman.,R,R,HOU,BAL,B,,,1,0,,,,0,3,15,2,4-Seam Fastball,0,0,Infield shift,Standard
FF,8/28/2022,"Verlander, Justin",455139,434378,,ball,11,Robinson Chirinos singles on a ground ball to third baseman Alex Bregman.,R,R,HOU,BAL,B,,,0,0,,,,0,3,15,1,4-Seam Fastball,0,0,Infield shift,Standard
SL,8/28/2022,"Verlander, Justin",622761,434378,strikeout,called_strike,14,Jorge Mateo called out on strikes.,R,R,HOU,BAL,S,2,,1,2,,,,2,2,11,4,Slider,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",622761,434378,,foul,3,Jorge Mateo called out on strikes.,R,R,HOU,BAL,S,,,1,1,,,,2,2,11,3,4-Seam Fastball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",622761,434378,,called_strike,3,Jorge Mateo called out on strikes.,R,R,HOU,BAL,S,,,1,0,,,,2,2,11,2,4-Seam Fastball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",622761,434378,,ball,12,Jorge Mateo called out on strikes.,R,R,HOU,BAL,B,,,0,0,,,,2,2,11,1,4-Seam Fastball,0,0,Standard,Standard
SL,8/28/2022,"Verlander, Justin",596059,434378,strikeout,swinging_strike,3,Rougned Odor strikes out swinging.,L,R,HOU,BAL,S,2,,2,2,,,,1,2,10,5,Slider,0,0,Infield shift,Standard
FF,8/28/2022,"Verlander, Justin",596059,434378,,ball,12,Rougned Odor strikes out swinging.,L,R,HOU,BAL,B,,,1,2,,,,1,2,10,4,4-Seam Fastball,0,0,Infield shift,Standard
FF,8/28/2022,"Verlander, Justin",596059,434378,,called_strike,11,Rougned Odor strikes out swinging.,L,R,HOU,BAL,S,,,1,1,,,,1,2,10,3,4-Seam Fastball,0,0,Infield shift,Strategic
FF,8/28/2022,"Verlander, Justin",596059,434378,,ball,11,Rougned Odor strikes out swinging.,L,R,HOU,BAL,B,,,0,1,,,,1,2,10,2,4-Seam Fastball,0,0,Infield shift,Strategic
SL,8/28/2022,"Verlander, Justin",596059,434378,,foul,9,Rougned Odor strikes out swinging.,L,R,HOU,BAL,S,,,0,0,,,,1,2,10,1,Slider,0,0,Infield shift,Strategic
FF,8/28/2022,"Verlander, Justin",602104,434378,field_out,hit_into_play,2,Ramon Urias flies out to right fielder Kyle Tucker.,R,R,HOU,BAL,X,9,fly_ball,3,2,,,,0,2,9,7,4-Seam Fastball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",602104,434378,,ball,12,Ramon Urias flies out to right fielder Kyle Tucker.,R,R,HOU,BAL,B,,,2,2,,,,0,2,9,6,4-Seam Fastball,0,0,Standard,Standard
CU,8/28/2022,"Verlander, Justin",602104,434378,,foul,9,Ramon Urias flies out to right fielder Kyle Tucker.,R,R,HOU,BAL,S,,,2,2,,,,0,2,9,5,Curveball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",602104,434378,,ball,12,Ramon Urias flies out to right fielder Kyle Tucker.,R,R,HOU,BAL,B,,,1,2,,,,0,2,9,4,4-Seam Fastball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",602104,434378,,called_strike,12,Ramon Urias flies out to right fielder Kyle Tucker.,R,R,HOU,BAL,S,,,1,1,,,,0,2,9,3,4-Seam Fastball,0,0,Standard,Standard
CU,8/28/2022,"Verlander, Justin",602104,434378,,ball,14,Ramon Urias flies out to right fielder Kyle Tucker.,R,R,HOU,BAL,B,,,0,1,,,,0,2,9,2,Curveball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",602104,434378,,foul,6,Ramon Urias flies out to right fielder Kyle Tucker.,R,R,HOU,BAL,S,,,0,0,,,,0,2,9,1,4-Seam Fastball,0,0,Standard,Standard
CU,8/28/2022,"Verlander, Justin",669720,434378,strikeout,swinging_strike,14,Austin Hays strikes out swinging.,R,R,HOU,BAL,S,2,,1,2,656775,668939,,2,1,5,4,Curveball,0,0,Standard,Standard
CU,8/28/2022,"Verlander, Justin",669720,434378,,called_strike,8,Austin Hays strikes out swinging.,R,R,HOU,BAL,S,,,1,1,656775,,668939,2,1,5,3,Curveball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",669720,434378,,foul_tip,12,Austin Hays strikes out swinging.,R,R,HOU,BAL,S,,,1,0,656775,,668939,2,1,5,2,4-Seam Fastball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",669720,434378,,ball,11,Austin Hays strikes out swinging.,R,R,HOU,BAL,B,,,0,0,656775,,668939,2,1,5,1,4-Seam Fastball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",663624,434378,strikeout,swinging_strike,11,Ryan Mountcastle strikes out swinging.,R,R,HOU,BAL,S,2,,1,2,656775,,668939,1,1,4,4,4-Seam Fastball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",663624,434378,,swinging_strike,11,Ryan Mountcastle strikes out swinging.,R,R,HOU,BAL,S,,,1,1,656775,,668939,1,1,4,3,4-Seam Fastball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",663624,434378,,foul,1,Ryan Mountcastle strikes out swinging.,R,R,HOU,BAL,S,,,1,0,656775,,668939,1,1,4,2,4-Seam Fastball,0,0,Standard,Standard
FF,8/28/2022,"Verlander, Justin",663624,434378,,ball,12,Ryan Mountcastle strikes out swinging.,R,R,HOU,BAL,B,,,0,0,656775,,668939,1,1,4,1,4-Seam Fastball,0,0,Standard,Standard
CU,8/28/2022,"Verlander, Justin",623993,434378,strikeout,swinging_strike_blocked,14,Anthony Santander strikes out swinging.,L,R,HOU,BAL,S,2,,0,2,656775,,668939,0,1,3,7,Curveball,0,0,Infield shift,Standard
SL,8/28/2022,"Verlander, Justin",623993,434378,,foul,6,Anthony Santander strikes out swinging.,L,R,HOU,BAL,S,,,0,2,656775,,668939,0,1,3,6,Slider,0,0,Infield shift,Standard
SL,8/28/2022,"Verlander, Justin",623993,434378,,foul,14,Anthony Santander strikes out swinging.,L,R,HOU,BAL,S,,,0,2,656775,,668939,0,1,3,5,Slider,0,0,Infield shift,Standard
SL,8/28/2022,"Verlander, Justin",623993,434378,,foul,6,Anthony Santander strikes out swinging.,L,R,HOU,BAL,S,,,0,2,656775,,668939,0,1,3,4,Slider,0,0,Infield shift,Standard
FF,8/28/2022,"Verlander, Justin",623993,434378,,foul,11,Anthony Santander strikes out swinging.,L,R,HOU,BAL,S,,,0,2,656775,,668939,0,1,3,3,4-Seam Fastball,0,0,Infield shift,Standard
FF,8/28/2022,"Verlander, Justin",623993,434378,,called_strike,3,Anthony Santander strikes out swinging.,L,R,HOU,BAL,S,,,0,1,656775,,668939,0,1,3,2,4-Seam Fastball,0,0,Infield shift,Standard
FF,8/28/2022,"Verlander, Justin",623993,434378,,foul,5,Anthony Santander strikes out swinging.,L,R,HOU,BAL,S,,,0,0,656775,,668939,0,1,3,1,4-Seam Fastball,0,0,Infield shift,Standard
