stand_L,previous_zone_A,previous_zone_B,previous_zone_C,previous_zone_D,previous_zone_E,previous_zone_F,previous_zone_G,previous_zone_H,previous_zone_I,previous_zone_K,previous_zone_L,previous_zone_M,previous_zone_N,previous_pitch_type_CH,previous_pitch_type_CU,previous_pitch_type_FF,previous_pitch_type_SL,previous_description_ball,previous_description_blocked_ball,previous_description_called_strike,previous_description_foul,previous_description_hit_into_play,previous_description_swinging_strike,previous_event_field_out,previous_event_single,previous_event_strikeout,previous_event_walk,previous_bb_type_fly_ball,previous_bb_type_ground_ball,previous_bb_type_line_drive,previous_bb_type_popup,outs_when_up,1st_pitch,pitch_count,score_diff,count,bases,pitch_type
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00907103665840467,-0.5853748003500627,-0.3080397679798301,-0.7980864370398558,0.4102429743678647,0.5412670430048028,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2353102649354684,1.7083072236829895,-0.27196391266077785,-0.7980864370398558,-0.3945476626836063,0.5412670430048028,3
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2353102649354684,-0.5853748003500627,-0.23588805734172552,-0.7980864370398558,0.4102429743678647,0.5412670430048028,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2353102649354684,-0.5853748003500627,-0.1998122020226732,-0.7980864370398558,0.0078476558421292,0.5412670430048028,2
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2353102649354684,-0.5853748003500627,-0.1637363467036209,-0.7980864370398558,1.2150336114193359,0.5412670430048028,2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.2171681916186592,1.7083072236829895,-0.12766049138456856,-0.7980864370398558,-0.3945476626836063,0.5412670430048028,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00907103665840467,1.7083072236829895,-0.09158463606551624,-0.7980864370398558,-0.3945476626836063,0.5412670430048028,3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00907103665840467,-0.5853748003500627,-0.05550878074646393,-0.7980864370398558,0.4102429743678647,0.5412670430048028,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00907103665840467,-0.5853748003500627,-0.019432925427411617,-0.7980864370398558,0.0078476558421292,0.5412670430048028,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00907103665840467,-0.5853748003500627,0.0166429298916407,-0.7980864370398558,-1.1993382997350774,0.5412670430048028,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00907103665840467,-0.5853748003500627,0.052718785210693016,-0.7980864370398558,-2.406524255312284,0.5412670430048028,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00907103665840467,1.7083072236829895,0.08879464052974533,-0.7980864370398558,-0.3945476626836063,-0.12501117963438713,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00907103665840467,-0.5853748003500627,0.12487049584879764,-0.7980864370398558,-0.7969429812093418,-0.12501117963438713,3
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00907103665840467,-0.5853748003500627,0.16094635116784997,-0.7980864370398558,0.0078476558421292,-0.12501117963438713,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00907103665840467,-0.5853748003500627,0.19702220648690227,-0.7980864370398558,1.2150336114193359,-0.12501117963438713,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2353102649354684,1.7083072236829895,0.2330980618059546,-0.7980864370398558,-0.3945476626836063,-0.12501117963438713,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2353102649354684,-0.5853748003500627,0.26917391712500693,-0.7980864370398558,0.4102429743678647,-0.12501117963438713,2
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2353102649354684,1.7083072236829895,0.3052497724440592,-0.7980864370398558,-0.3945476626836063,-1.457567624912767,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2353102649354684,-0.5853748003500627,0.34132562776311154,-0.7980864370398558,-0.7969429812093418,-1.457567624912767,1
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2353102649354684,-0.5853748003500627,0.37740148308216387,-0.7980864370398558,0.0078476558421292,-1.457567624912767,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2353102649354684,-0.5853748003500627,0.4134773384012162,-0.7980864370398558,1.2150336114193359,-1.457567624912767,2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2353102649354684,-0.5853748003500627,0.4495531937202685,-0.7980864370398558,1.2150336114193359,-1.457567624912767,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.2171681916186592,1.7083072236829895,0.4856290490393208,-0.7980864370398558,-0.3945476626836063,0.5412670430048028,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.2171681916186592,1.7083072236829895,0.5217049043583731,-0.7980864370398558,-0.3945476626836063,-0.791289402273577,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2171681916186592,-0.5853748003500627,0.5577807596774255,-0.7980864370398558,-0.7969429812093418,-0.791289402273577,1
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2171681916186592,-0.5853748003500627,0.5938566149964778,-0.7980864370398558,0.0078476558421292,-0.791289402273577,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2171681916186592,-0.5853748003500627,0.62993247031553,-0.7980864370398558,-1.1993382997350774,-0.791289402273577,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2171681916186592,-0.5853748003500627,0.6660083256345823,-0.7980864370398558,-2.406524255312284,-0.791289402273577,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2171681916186592,1.7083072236829895,0.7020841809536347,-0.7980864370398558,-0.3945476626836063,-1.457567624912767,3
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00907103665840467,1.7083072236829895,0.738160036272687,-0.7980864370398558,-0.3945476626836063,-3.4564022928303366,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00907103665840467,-0.5853748003500627,0.7742358915917393,-0.7980864370398558,-0.7969429812093418,-3.4564022928303366,3
